0,0,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,b1_1,0
b2_1,b2_2,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B_FP,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,b1_2,0
b2_3,b2_4,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,0,0
b2_5,b2_6,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,b0_1,b0_2
0,0,0,0,0,0,0,0,0,0,0,b2_1,b2_2,0,b0_1,b0_2,0,B,B,B,B,B,B,B,0,0,0,0,0,0,0,b0_1,b0_2,0,b0_1,b0_2,b2_1,b2_2,0,b0_3,b0_4
0,0,0,b1_1,0,b2_1,b2_2,b1_1,0,0,0,b2_3,b2_4,0,b0_3,b0_4,0,4,4,4,4,4,4,4,0,0,0,0,0,b1_1,0,b0_3,b0_4,0,b0_3,b0_4,b2_3,b2_4,0,b0_5,b0_6
b0_1,b0_2,0,b1_2,0,b2_3,b2_4,b1_2,0,b1_1,0,b2_5,b2_6,0,b0_5,b0_6,0,4,4,4,4,4,4,4,0,0,b0_1,b0_2,b1_1,b1_2,0,b0_5,b0_6,0,b0_5,b0_6,b2_5,b2_6,0,b0_7,b0_8
b0_3,b0_4,0,0,0,b2_5,b2_6,0,0,b1_2,0,0,0,b1_1,b0_7,b0_8,0,4,4,4,4,4,4,4,b2_1,b2_2,b0_3,b0_4,b1_2,0,0,b0_7,b0_8,0,b0_7,b0_8,0,0,0,0,0
b0_5,b0_6,0,0,0,0,0,b0_1,b0_2,b2_1,b2_2,0,0,b1_2,0,b2_1,b2_2,4,4,4,B_HP->-1,4,4,4,b2_3,b2_4,b0_5,b0_6,0,0,0,b2_1,b2_2,0,0,b0_1,b0_2,0,b2_1,b2_2,0
b0_7,b0_8,0,b2_1,b2_2,0,0,b0_3,b0_4,b2_3,b2_4,0,0,0,0,b2_3,b2_4,4,4,4,4,4,4,4,b2_5,b2_6,b0_7,b0_8,0,0,0,b2_3,b2_4,b1_1,0,b0_3,b0_4,0,b2_3,b2_4,b1_1
0,b1_1,0,b2_3,b2_4,b1_1,0,b0_5,b0_6,b2_5,b2_6,0,0,b1_1,0,b2_5,b2_6,0,0,b1_1,0,0,b1_1,b1_1,0,b1_1,0,b1_1,0,0,0,b2_5,b2_6,b1_2,0,b0_5,b0_6,0,b2_5,b2_6,b1_2
0,b1_2,0,b2_5,b2_6,b1_2,0,b0_7,b0_8,0,0,0,0,b1_2,0,0,0,0,0,b1_2,0,0,b1_2,b1_2,0,b1_2,0,b1_2,0,0,0,0,0,0,0,b0_7,b0_8,0,0,0,0
